Country Name,Country Code,Series Name,Series Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,ALB,"Total employment, total (ages 15+)",SL.EMP.TOTL,1033693,1037080,1051155,1049752,1039118,1043704,1034794,1050567,1053869,1056414,1058291,1063701,1081808,1073591,1057915,1051676,1094029,1146944,1053747,1052702,1105349
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,49.0473809,49.11947761,48.83604772,48.32862321,47.84382836,47.52972806,47.32555784,47.27442496,47.33293386,47.39871392,47.42539525,47.60496134,47.75090751,47.87529672,48.01219319,48.18118727,48.31580521,48.47020052,48.67164026,48.90839327,49.16566664
Austria,AUT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,116.1556566,106.7879707,108.335943,108.6151759,110.1537476,112.3358172,112.9183108,113.8038477,115.6367239,117.2974693,118.9683143,117.9363477
Austria,AUT,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,3.407000065,3.595999956,3.059000015,2.796999931,2.801000118,2.72300005,2.571000099,2.545000076,2.130000114,1.027999997,1.39199996,1.452000022,2.358999968,2.319000006,2.197000027,2.164999962,2.026000023,1.934000015,1.850999951,2.023999929,1.618000031
Austria,AUT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.850999832,4.920000076,4.922999859,5.157999992,4.965000153,5.027999878,4.912000179,5.263000011,5.110000134,4.284999847,4.635000229,4.826000214,4.894999981,4.703999996,4.757999897,4.796000004,4.703999996,4.642000198,4.506000042,4.725999832,4.526000023
Austria,AUT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,7.335999966,7.427999973,6.892000198,6.485000134,6.232999802,6.051000118,5.804999828,5.758999825,5.504000187,4.90199995,5.274000168,5.243999958,5.52699995,5.251999855,5.322000027,5.212999821,4.938000202,4.675000191,4.576000214,4.836999893,4.531000137
Austria,AUT,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,32.10100174,30.29800034,29.6420002,29.56399918,29.75799942,30.02499962,29.36499977,28.85199928,28.91900063,26.7329998,27.57500076,28.1609993,27.3239994,26.23500061,24.96999931,24.90800095,26.02599907,26.07999992,25.90699959,25.75099945,25.76399994
Austria,AUT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.53314035,34.24927611,37.02808274,38.35102119,39.35703789,43.34627395,44.61755552,45.3193862,44.57041472,46.86721497,48.6197522,50.84166886,52.56086942,53.24886062,45.20741656,51.26216033,53.94867085,53.9736762,53.4412933,53.39944783,52.93149063
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.667983666,2.349535097,2.093596476,3.581431009,3.556330241,3.375721973,1.267170469,1.651549407,0.941473312,2.735118518,2.244066812,3.454041032,3.727415176,1.460425193,-3.764580483,1.837094592,2.922797636,0.680444374,0.025504101,0.828733875,1.091854232
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.250099562,1.843557287,1.308321332,0.921274845,0.56240939,2.395185512,2.663440722,1.802101999,1.355541125,2.061228151,2.304765879,1.449618451,2.168599053,3.21592066,0.506312509,1.813535031,3.266938912,2.485675087,2.000157493,1.605805605,0.896567005
Austria,AUT,"Labor force, total",SL.TLF.TOTL.IN,3862031,3834266,3823947,3858935,3887965,3899183,3886923,3972924,3992277,3891230,4017205,4074463,4162650,4209485,4256778,4276558,4305299,4352343,4393513,4412005,4460834
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Population, total",SP.POP.TOTL,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,24.60010617,25.94003601,26.79771217,26.88984546,26.6278222,26.22507988,27.96557199,26.97550032,26.64696993,26.30867249,25.51395546,25.05044256,25.39199432,26.07751972,25.22516524,25.28163551,25.42798528,25.92819764,26.41517309,26.42451741,26.77938724
Austria,AUT,"Total employment, total (ages 15+)",SL.EMP.TOTL,3694082,3631783,3627017,3645935,3705262,3716271,3731052,3780207,3801405,3664377,3790989,3860975,3960340,4035613,4031220,4070427,4108977,4140342,4159349,4164050,4205728
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Age dependency ratio (% of working-age population),SP.POP.DPND,48.47195042,48.23501686,47.87482601,47.75538702,47.96318034,48.35531309,45.89107565,43.65935161,41.76011622,40.15051207,38.74346203,35.81309534,33.45052278,31.58848537,30.09158882,28.8515156,29.0238543,29.19036003,29.4511118,29.80739624,30.16430711
Bahrain,BHR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,0.052999999,0.045000002,0.045000002,0.037,0.039000001,0.050000001,0.046999998,0.606000006,0.589999974,0.089000002,0.578999996,0.582000017,0.555999994,0.549000025,0.54400003,0.550000012,0.626999974,0.574000001,0.578999996,0.532000005,0.428000003
Bahrain,BHR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.198999882,1.934999943,1.985999942,1.639000058,1.700999975,1.998999953,2.147000074,1.953999996,1.914000034,2.332000017,1.898000002,1.91900003,1.838000059,1.807000041,1.766000032,1.79400003,2.111999989,1.927999973,1.89199996,1.853000045,1.66900003
Bahrain,BHR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.899999976,1.873000026,1.807999969,1.687999964,1.682000041,1.661999941,1.567999959,1.488999963,1.396000028,1.277999997,1.287999988,1.230999947,1.166000009,1.136999965,1.072999954,1.088000059,1.121000051,1.074000001,1.041000009,0.985000014,0.936999977
Bahrain,BHR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,28.67399979,27.07699966,27.86499977,27.38800049,25.83499908,27.22299957,28.56800079,28.82799911,28.96100044,28.5720005,30.69499969,33.0530014,35.27899933,36.49000168,35.52700043,35.71900177,34.98799896,35.06499863,34.57899857,34.89199829,35.37099838
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,81.9905466,87.9135243,79.07678218,64.60367296,78.86724559,79.18059732,73.6106719,72.21766036,72.06301835,78.60510304,83.89403004,84.63760617,79.67952923,82.5774338,68.46559387,69.53731774,99.41774492,102.1472547,104.8069984,96.05075125,82.4167843
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.929991545,4.110006115,3.092999787,4.790002789,4.29999896,5.299994794,2.491033565,3.614148289,6.023951196,6.980946984,6.768939709,6.468567672,8.292443822,6.245128341,2.539772469,4.334407088,1.983823256,3.732251521,5.416503715,4.34984233,2.861967825
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.704034751,-0.452227383,2.43155134,-0.366533865,-1.287587972,-0.704852953,-1.207571802,-0.495540139,1.593625498,2.352941176,2.586206897,2.007469655,3.256666667,3.526003164,2.795512836,1.961884683,-0.36444775,2.754553598,3.305484926,2.651195499,1.835993697
Bahrain,BHR,"Labor force, total",SL.TLF.TOTL.IN,257703,264010,271342,280118,291227,305448,325858,349795,378726,413257,453396,501657,556576,614060,668183,714129,727110,740032,747939,758823,777898
Bahrain,BHR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,86.54873657,..,..,..,..,..,..,..,..,94.55679321,..,..,..,..,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,563699,578668,594930,613702,636545,664614,697549,735148,778711,829848,889168,958414,1035891,1114590,1185029,1240862,1278269,1300217,1315411,1336397,1371855
Bahrain,BHR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,4.796762972,5.042932705,5.097809027,5.664272504,5.013055032,3.732774434,4.103637924,3.564633895,3.306810726,4.216838363,1.161845378,1.166156455,1.145097962,1.235816863,1.363166786,1.176228436,1.114154271,..,1.069892855,..,..
Bahrain,BHR,"Total employment, total (ages 15+)",SL.EMP.TOTL,242604,248614,255790,264065,274682,288376,307936,323993,347135,376061,417885,467393,524333,585112,643720,706060,718171,731151,738694,749536,768625
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,12.68058109,17.16473961,21.63360023,26.08410835,30.51320076,34.91934204,39.3070755,43.68245697,41.1,52.42043686,59.80811164,61.1817894,71.8,70.01350403,74.46164703,73.28291087,83.40899658,91.5,92.40441895,96.91264343,98.42352295
Bhutan,BTN,Age dependency ratio (% of working-age population),SP.POP.DPND,90.98165767,89.35726423,87.71909271,85.98352698,83.91290293,81.41425774,77.62941852,73.69506498,69.86006517,66.34028104,63.19769956,60.82394316,58.68489075,56.7570227,54.95987507,53.24565098,51.97056264,50.65426432,49.37872856,48.23820506,47.26964628
Bhutan,BTN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,0.489170977,0.468128632,0.450470742,2.174026471,3.155967935,4.079235062,8.313753125,13.8760407,7.696451936,19.58440788,21.98957372,26.59658234
Bhutan,BTN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,59.92100143,59.52299881,59.02500153,59.2859993,58.52399826,57.82400131,56.87900162,55.4679985,54.7859993,54.65999985,54.50600052,53.57799911,51.61500168,51.3429985,50.61500168,40.82699966,40.95000076,39.0929985,38.09999847,37.13299942,33.92499924
Bhutan,BTN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,0.147,0.147,0.150999993,0.137999997,0.149000004,0.157000005,0.171000004,0.187999994,0.194000006,0.185000002,0.175999999,0.191,0.279000014,0.273000002,0.272000015,0.135000005,0.229000002,0.082999997,0.088,0.086999997,0.090999998
Bhutan,BTN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,83.09799957,82.38700104,81.75800323,81.6269989,81.2559967,80.98899841,80.81099701,80.32499695,79.75700378,76.09500122,70.26899719,62.8030014,67.5719986,67.48500061,65.36599731,59.59999847,60.14799881,62.20999908,56.34400177,56.65100098,57.98600006
Bhutan,BTN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,2.071000099,2.075000048,1.921000004,1.965999961,2.095999956,2.257999897,2.617000103,2.710999966,2.720999956,3.713999987,4.824999809,7.546999931,6.119999886,6.143000126,6.427999973,6.629000187,9.206000328,8.647000313,10.95800018,10.82199955,9.661000252
Bhutan,BTN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.76893581,35.48812893,35.90471555,33.10001129,31.11449204,29.37722626,26.2861735,23.87154995,25.52907435,31.02749389,38.24974176,54.41944342,54.96856072,48.79026012,44.70198135,42.45279115,41.20541495,38.72533426,40.4599045,36.28463735,33.22427135
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.074117278,5.565172862,5.373838519,5.914030835,7.983972022,6.93302424,8.203773861,10.72784061,7.664334042,5.896408192,7.12255965,6.849365932,17.92582494,4.768354226,6.657223796,11.73085436,7.890913893,5.071709815,2.142496554,5.745455168,6.597448486
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.495625322,8.789659224,6.513285807,10.57702059,6.77732942,4.01099373,3.410404624,2.483430488,1.566152408,-18.10863013,5.311513063,5.00045438,5.156111388,8.327160494,4.361122191,7.036383161,8.848985699,10.91965694,7.006666667,8.206545146,4.521708543
Bhutan,BTN,"Labor force, total",SL.TLF.TOTL.IN,179854,183902,190056,198120,207884,219105,234269,250989,268487,285786,302195,316034,328786,340498,351556,352752,352709,349247,361128,360141,380655
Bhutan,BTN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,52.81468964,..,..,..,..,..,..,57.03359985,..,..,..
Bhutan,BTN,"Population, total",SP.POP.TOTL,514877,519282,528754,542155,557543,573416,589600,606399,623434,640282,656639,672228,686958,700950,714458,727641,740510,752967,764961,776448,787386
Bhutan,BTN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,6.6117056,7.530244676,6.538898393,8.013737704,7.015197896,10.01785033,8.527339576,9.249166293,9.365507829,7.682696858,8.346577891,9.030990682,7.51946727,8.41593234,9.235527025,13.14329652,13.50757775,14.70414816,14.37788345,13.33689264,13.77231067
Bhutan,BTN,"Total employment, total (ages 15+)",SL.EMP.TOTL,177371,181357,187400,195347,204976,215339,229818,246291,263655,278667,292826,306142,316624,327627,337632,341042,341319,342087,350764,350671,371328
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Canada,CAN,Age dependency ratio (% of working-age population),SP.POP.DPND,47.80420318,47.80562061,47.6063947,47.26415336,46.87077103,46.48238429,46.00901395,45.59015985,45.20544466,44.83060658,44.48632545,44.23332915,44.03354367,43.93386236,43.98147676,44.19611175,44.68164021,45.20453357,45.81078396,46.5217536,47.33101233
Canada,CAN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,184.7595941,197.9264081,206.4791976,211.9891254,217.7377951,216.2007068,218.1557074,207.552399,203.1110232,220.4873259,221.1377466,220.5556298
Canada,CAN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,0.43599999,0.421999991,0.474999994,0.430000007,0.32100001,0.291000009,0.226999998,0.223000005,0.226999998,0.195999995,0.170000002,0.182999998,0.159999996,0.157000005,0.136000007,0.115000002,0.128999993,0.120999999,0.130999997,0.135000005,0.129999995
Canada,CAN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,6.217999935,6.087999821,5.96999979,5.777999878,5.770999908,5.566999912,5.295000076,5.147999763,5.123000145,5.275000095,5.394000053,5.211999893,5.09499979,5.136000156,5.127999783,5.039000034,4.877999783,4.732999802,4.745999813,4.644999981,4.761000156
Canada,CAN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.065999985,3.95600009,3.826999903,3.796000004,3.562000036,3.288000107,2.828999996,2.767999887,2.759000063,2.640000105,2.719000101,2.655999899,2.497999907,2.384000063,2.374000072,2.313999891,2.246999979,2.191999912,2.13499999,2.061000109,2.012000084
Canada,CAN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.96500015,21.85300064,22.19499969,22.27599907,22.3220005,22.47500038,22.36899948,22.53100014,22.27300072,22.37899971,22.04899979,21.50600052,21.09900093,20.93600082,19.94099998,19.78800011,19.87599945,19.92200089,19.77099991,19.58099937,19.43199921
Canada,CAN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.10503599,37.10915576,38.14318366,40.0448098,41.87719522,44.23746802,42.03620326,40.0344024,36.82783938,37.28795097,36.7951092,35.32934774,34.15316625,34.32313544,28.43575045,29.07195642,30.56462375,30.2136045,30.16333848,31.53689616,31.52797293
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.677708436,1.611048031,4.279812433,3.881759144,5.1632109,5.182690286,1.770819089,3.010016308,1.802273312,3.085961209,3.201382137,2.623412623,2.06274769,1.000360973,-2.949587643,3.08351422,3.141219001,1.745472283,2.475001859,2.855739204,1.000882494
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.168229067,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361
Canada,CAN,"Labor force, total",SL.TLF.TOTL.IN,15052399,15194505,15445238,15698979,15986015,16235249,16492176,16944708,17361674,17583893,17734768,17912036,18274723,18573598,18709052,18913515,19059145,19264216,19504718,19601132,19733477
Canada,CAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Population, total",SP.POP.TOTL,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34750545,35152370,35535348,35832513
Canada,CAN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.3295053,13.92401371,14.61596501,14.71916526,14.75057145,14.90738221,14.23159039,13.42525802,13.2757745,13.39032045,13.34214991,13.38728474,13.36941352,12.42102627,12.33554405,11.76044487,11.83153834,11.69256444,11.65239901,11.83636656,12.31598803
Canada,CAN,"Total employment, total (ages 15+)",SL.EMP.TOTL,13624002,13732808,14039731,14399003,14774444,15126383,15301405,15646673,16047491,16319465,16536045,16779839,17170833,17433060,17148726,17388923,17627670,17859686,18125758,18246655,18369921
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.38241577,94.79112244,95.18453217,95.5595932,95.9132309,96.243927,96.55620575,96.85614014,97.1497879,97.44321442,97.74249268,98.06681061,98.39870453,98.74991608,99.11564636,99.7,99.74872589,99.91638184,99.98311615,99.99848938,100
China,CHN,Age dependency ratio (% of working-age population),SP.POP.DPND,50.5490034,49.34972958,48.71918874,48.25447505,47.42824815,46.06520595,44.79092288,43.09120173,41.19222248,39.46517379,38.09586159,37.17160613,36.44171818,35.94885651,35.67290247,35.5904054,35.67418335,35.94391081,36.38525167,36.96849343,37.66849215
China,CHN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,..,9.566752517,11.91448184,15.4863924,19.69886761,24.66757936,30.17457655,37.36007917,46.52417309,54.7506121,76.78763954
China,CHN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,29.96999931,28.38699913,27.46500015,26.81200027,26.15200043,25.35700035,24.47699928,23.39900017,21.93099976,20.05200005,18.60199928,17.04500008,15.33699989,13.88700008,12.99400043,11.72399998,10.63799953,9.916000366,9.321000099,8.772999763,8.430999756
China,CHN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.605000019,1.756000042,1.77699995,1.725999951,1.710000038,1.730000019,1.731999993,1.774000049,1.949000001,2.198999882,2.394999981,2.588000059,2.743999958,3.019000053,3.035000086,3.323999882,3.575999975,3.618000031,3.595999956,3.608999968,3.40199995
